134,2018-12-25,291,430
135,2019-04-03,199,698
136,2019-01-16,509,225
137,2019-05-07,867,53
138,2018-09-02,877,301
139,2018-12-13,277,955
140,2019-04-05,305,36
141,2019-04-17,143,825
142,2019-04-14,889,804
143,2018-09-15,749,641
144,2018-12-11,402,510
145,2019-05-19,283,851
146,2018-12-07,575,556
147,2018-10-10,909,775
148,2018-10-04,612,444
149,2019-02-14,459,109
150,2019-05-06,767,709
151,2018-12-18,514,289
152,2018-08-12,213,466
153,2018-08-07,228,536
154,2018-09-02,988,117
155,2019-02-24,917,951
156,2018-06-02,159,951
157,2019-03-12,932,627
158,2018-09-06,653,466
159,2019-04-16,250,355
160,2019-01-16,555,419
161,2019-05-16,541,885
162,2019-04-29,141,622
163,2019-02-18,742,856
164,2018-09-02,775,818
165,2018-07-21,430,763
166,2018-08-19,271,470
167,2019-02-05,902,821
168,2018-12-03,82,909
169,2019-02-27,454,531
170,2018-09-05,41,728
171,2019-02-08,829,280
172,2019-04-14,718,32
173,2019-02-07,703,235
174,2018-11-10,388,652
175,2018-12-25,48,222
176,2019-03-07,383,740
177,2018-08-07,995,497
178,2019-03-30,268,85
179,2019-02-08,871,686
180,2019-03-11,160,177
181,2018-09-11,971,234
182,2019-03-27,555,210
183,2019-04-28,688,804
184,2019-03-30,987,908
185,2018-11-13,570,298
186,2018-06-10,954,746
187,2018-06-21,534,660
188,2019-02-21,970,31
189,2019-02-26,268,52
190,2018-06-06,381,917
191,2019-03-18,491,404
192,2019-03-15,836,189
193,2018-07-03,196,250
194,2019-03-25,988,687
195,2019-05-17,716,53
196,2019-03-30,499,343
197,2018-12-28,552,7
198,2018-11-21,740,639
199,2018-07-11,91,292
200,2019-05-20,772,39
201,2018-09-29,415,972
202,2018-10-18,820,623
203,2019-05-20,340,818
204,2019-01-08,957,439
205,2019-04-10,925,416
206,2019-03-21,665,352
207,2019-05-01,433,125
208,2018-08-01,742,931
209,2019-03-25,249,630
210,2018-07-27,135,957
211,2019-05-21,955,95
212,2018-12-03,943,924
213,2019-03-16,221,372
214,2019-04-29,936,878
215,2019-05-10,340,884
216,2018-12-12,662,293
217,2019-01-22,642,6
218,2019-05-04,114,640
219,2019-03-29,65,406
220,2018-06-15,704,606
221,2018-07-14,187,85
222,2019-04-29,820,980
223,2018-11-14,349,692
224,2019-01-11,169,542
225,2018-10-02,650,622
226,2019-01-22,321,553
227,2019-02-25,366,32
228,2018-09-28,883,929
229,2019-01-26,537,103
230,2018-12-16,566,841
231,2019-01-10,53,919
232,2018-07-04,141,840
233,2018-12-22,422,580
234,2018-09-27,460,655
235,2019-01-14,853,982
236,2018-12-01,250,978
237,2019-02-13,340,138
238,2018-11-08,605,403
239,2018-10-29,574,327
240,2018-11-20,897,920
241,2018-06-23,328,889
242,2019-05-10,690,980
243,2019-02-22,173,182
244,2019-05-05,250,948
245,2018-08-14,837,272
246,2018-11-27,965,395
247,2019-01-07,720,635
248,2018-12-28,398,208
249,2018-09-20,356,281
250,2019-05-08,464,182
251,2019-05-20,688,992
252,2018-11-22,151,438
253,2019-04-03,357,182
254,2019-01-12,387,454
255,2018-11-25,396,393
256,2018-08-14,366,958
257,2018-11-06,309,987
258,2018-12-02,859,449
259,2019-05-23,827,409
260,2019-02-18,78,598
261,2018-09-19,274,777
262,2019-05-05,813,176
263,2018-07-18,832,552
264,2018-08-08,337,607
265,2019-02-06,817,529
266,2019-03-22,822,627
267,2018-08-26,306,733
268,2019-03-27,385,203
269,2018-10-11,41,823
270,2018-06-17,552,306
271,2019-03-23,36,58
272,2018-07-15,215,780
273,2019-05-10,828,476
274,2018-09-26,165,940
275,2018-07-10,822,390
276,2019-02-20,351,280
277,2019-05-09,982,83
278,2018-10-02,763,372
279,2019-02-12,851,871
280,2018-11-27,416,497
281,2019-06-01,230,889
282,2018-10-20,882,578
283,2018-08-01,311,460
284,2019-03-06,67,342
285,2018-10-11,748,510
286,2018-11-18,108,413
287,2019-04-26,752,962
288,2018-08-18,196,311
289,2019-02-01,833,557
290,2018-07-28,396,37
291,2019-05-27,563,714
292,2019-01-15,174,52
293,2018-07-08,85,779
294,2018-10-18,893,786
295,2019-03-06,94,848
296,2018-12-19,109,109
297,2018-11-24,741,960
298,2018-09-01,177,299
299,2019-01-17,195,51
300,2019-04-21,844,261
301,2018-08-21,513,18
302,2019-05-29,565,132
303,2019-01-08,597,807
304,2018-10-01,966,996
305,2018-11-15,614,156
306,2018-11-20,280,760
307,2019-02-26,9,972
308,2019-03-26,654,907
309,2018-11-07,844,307
310,2018-09-07,24,991
311,2018-10-18,516,589
312,2019-03-22,419,165
313,2018-06-02,527,86
314,2019-05-02,889,187
315,2019-02-02,467,241
316,2019-05-24,821,86
317,2019-02-26,364,771
318,2019-05-05,853,668
319,2018-09-28,74,796
320,2018-08-28,673,868
321,2018-10-23,922,386
322,2018-06-27,209,849
323,2018-09-16,444,527
324,2018-12-20,613,601
325,2018-12-28,79,193
326,2018-12-26,489,260
327,2019-01-18,896,865
328,2018-07-14,996,724
329,2019-03-12,398,127
330,2018-06-10,520,573
331,2019-03-19,859,144
332,2018-11-13,128,70
333,2019-05-04,13,394
334,2018-09-23,710,66
335,2018-07-17,215,495
336,2018-08-16,331,502
337,2019-01-28,749,177
338,2019-02-23,359,398
339,2019-05-16,289,41
340,2019-04-08,981,249
341,2018-06-05,19,416
342,2019-04-08,987,298
343,2018-10-22,69,866
344,2019-05-20,908,976
345,2019-02-19,595,876
346,2019-01-23,698,951
347,2018-10-16,809,486
348,2019-04-07,796,485
349,2019-02-08,252,618
350,2018-09-21,591,546
351,2018-12-31,537,713
352,2019-02-04,709,845
353,2019-04-17,282,583
354,2018-12-01,535,925
355,2018-07-08,847,406
356,2018-11-24,837,343
357,2019-02-23,103,389
358,2018-08-17,748,459
359,2018-11-27,906,702
360,2019-04-07,371,69
361,2018-08-31,686,186
362,2019-01-24,650,981
363,2018-10-21,241,27
364,2018-08-05,665,263
365,2018-12-12,946,918
366,2018-12-12,930,347
367,2018-12-29,220,727
368,2018-06-22,526,449
369,2018-12-08,292,996
370,2018-12-24,217,415
371,2019-04-25,26,861
372,2018-11-21,72,217
373,2018-11-13,515,404
374,2019-03-24,663,839
375,2019-02-25,361,369
376,2019-05-01,437,963
377,2018-10-28,105,421
378,2019-01-13,941,704
379,2018-06-16,874,638
380,2019-01-05,701,243
381,2019-03-23,386,779
382,2018-08-07,812,551
383,2018-12-29,912,574
384,2018-12-25,812,132
385,2019-04-19,523,662
386,2019-03-31,765,542
387,2018-10-03,16,373
388,2018-08-09,825,883
389,2018-10-09,773,58
390,2018-07-02,876,152
391,2018-06-22,980,422
392,2019-05-29,135,582
393,2018-07-26,61,679
394,2018-09-10,123,722
395,2019-02-24,174,34
396,2019-01-11,543,213
397,2018-09-05,870,10
398,2019-01-20,236,974
399,2018-10-25,517,629
400,2018-12-17,856,133
401,2019-05-21,587,466
402,2019-04-30,313,880
403,2019-01-01,706,300
404,2018-10-12,914,848
405,2018-11-20,201,401
406,2018-07-21,662,54
407,2019-04-16,914,425
408,2018-10-30,271,763
409,2018-11-19,361,36
410,2019-03-21,270,894
411,2019-04-10,680,181
412,2018-11-17,830,248
413,2018-12-09,923,473
414,2019-03-13,378,16
415,2018-07-25,436,20
416,2018-07-09,480,599
417,2019-02-16,272,91
418,2018-11-20,227,443
419,2018-10-27,490,444
420,2018-07-10,113,570
421,2019-04-09,747,60
422,2018-10-10,648,946
423,2019-04-09,197,968
424,2018-07-30,971,851
425,2019-03-06,679,908
426,2018-08-21,790,421
427,2018-10-06,445,519
428,2019-05-04,367,524
429,2018-10-07,86,745
430,2019-05-17,4,45
431,2018-06-08,201,374
432,2018-06-26,933,143
433,2018-08-13,167,339
434,2018-09-04,95,485
435,2018-07-29,746,601
436,2018-10-01,725,380
437,2018-07-10,482,17
438,2019-03-05,590,29
439,2018-11-01,768,797
440,2019-03-06,447,244
441,2018-11-26,176,124
442,2019-02-06,116,209
443,2019-02-28,174,695
444,2019-01-15,953,532
445,2019-04-16,351,332
446,2018-08-12,319,147
447,2018-07-20,36,587
448,2019-03-19,231,983
449,2018-11-28,257,971
450,2018-09-16,456,456
451,2019-03-18,426,284
452,2018-07-19,904,205
453,2018-09-22,745,447
454,2019-02-01,811,128
455,2019-05-09,141,631
456,2019-05-15,41,805
457,2018-10-07,951,940
458,2019-02-01,379,155
459,2019-01-08,278,308
460,2018-06-28,617,778
461,2019-04-16,319,941
462,2019-01-18,680,461
463,2019-04-07,534,378
464,2018-07-18,268,967
465,2018-09-01,475,30
466,2018-10-29,453,573
467,2019-02-06,136,847
468,2018-06-07,373,567
469,2018-12-17,800,365
470,2018-11-20,624,358
471,2018-11-23,125,329
472,2018-06-11,259,944
473,2018-06-09,128,416
474,2019-02-24,937,673
475,2019-02-10,949,396
476,2019-03-06,836,380
477,2019-02-10,242,73
478,2018-07-02,276,23
479,2018-07-08,58,325
480,2019-02-22,355,820
481,2019-01-02,48,458
482,2019-04-16,92,7
483,2018-06-10,770,66
484,2018-06-15,379,886
485,2018-08-07,931,696
486,2018-10-23,907,739
487,2018-09-10,687,183
488,2018-09-30,699,645
489,2018-12-12,847,987
490,2018-08-07,681,237
491,2019-04-19,25,500
492,2019-02-09,622,45
493,2019-03-08,834,939
494,2019-02-10,146,914
495,2019-05-31,652,647
496,2019-05-21,29,412
497,2018-09-21,401,217
498,2018-07-01,846,274
499,2018-10-23,68,736
500,2018-09-01,918,907
501,2019-05-25,626,358
502,2018-07-13,897,4
503,2019-03-27,605,484
504,2018-10-30,987,318
505,2018-09-21,38,205
506,2019-05-02,162,461
507,2018-08-13,236,606
508,2019-01-03,531,244
509,2018-07-27,646,54
510,2018-09-16,910,652
511,2019-03-12,501,272
512,2018-12-11,852,184
513,2019-04-10,152,151
514,2018-08-25,432,95
515,2018-12-21,996,70
516,2018-10-26,812,671
517,2019-02-07,216,785
518,2018-06-30,719,695
519,2018-06-26,42,321
520,2018-11-15,357,339
521,2018-10-20,649,170
522,2019-02-23,427,536
523,2018-09-16,136,142
524,2018-10-21,509,731
525,2019-02-28,385,670
526,2018-09-27,641,524
527,2018-11-01,852,386
528,2019-05-11,561,478
529,2019-03-14,949,846
530,2018-08-31,707,989
531,2018-12-25,979,993
532,2019-04-01,183,709
533,2019-05-04,188,199
534,2018-12-19,207,935
535,2018-11-30,684,189
536,2018-07-01,892,641
537,2018-08-11,707,886
538,2019-05-26,441,626
539,2018-09-15,555,908
540,2019-05-28,689,504
541,2018-07-14,632,374
542,2018-10-25,868,594
543,2019-01-26,377,141
544,2018-12-23,359,524
545,2019-04-01,240,266
546,2019-02-05,16,150
547,2019-04-01,275,952
548,2018-11-19,396,993
549,2018-10-25,431,386
550,2019-02-28,485,249
551,2019-02-12,635,894
552,2018-09-28,847,265
553,2019-05-12,655,66
554,2018-06-09,138,396
555,2019-04-03,263,383
556,2019-01-03,64,74
557,2018-06-18,906,599
558,2018-07-16,762,73
559,2018-12-14,986,793
560,2019-04-11,102,163
561,2019-03-25,360,827
562,2019-04-23,118,291
563,2019-05-22,840,81
564,2018-09-30,55,335
565,2018-08-05,168,280
566,2019-02-22,70,909
567,2018-08-03,852,169
568,2019-05-23,340,781
569,2018-07-13,656,562
570,2018-12-23,355,309
571,2019-02-15,863,803
572,2019-05-13,542,486
573,2018-06-06,769,548
574,2018-11-24,1,530
575,2018-11-02,72,54
576,2018-08-11,255,978
577,2018-11-29,365,206
578,2019-03-02,41,912
579,2018-11-30,595,701
580,2018-10-14,522,858
581,2019-05-16,100,423
582,2018-12-29,19,593
583,2018-10-21,963,780
584,2018-12-23,653,120
585,2019-02-28,387,44
586,2018-11-16,308,506
587,2018-09-08,144,94
588,2018-07-20,438,624
589,2019-02-03,474,998
590,2018-07-11,4,527
591,2018-08-25,86,630
592,2019-01-14,459,46
593,2018-09-17,433,667
594,2018-11-03,271,507
595,2018-11-08,68,706
596,2019-04-11,651,272
597,2018-10-19,335,704
598,2019-02-08,125,30
599,2018-07-16,534,106
600,2018-08-26,721,532
601,2018-06-19,180,426
602,2018-09-25,219,497
603,2018-07-07,613,876
604,2018-08-09,215,209
605,2018-11-24,55,360
606,2019-03-24,386,280
607,2018-06-25,630,649
608,2018-09-20,517,439
609,2019-01-09,578,273
610,2018-08-03,70,731
611,2019-01-03,796,889
612,2018-12-24,673,939
613,2018-09-24,602,158
614,2018-10-18,280,736
615,2019-02-09,941,476
616,2019-03-13,928,321
617,2018-07-18,974,946
618,2019-03-06,900,379
619,2018-12-02,568,27
620,2018-12-14,806,611
621,2018-12-03,384,129
622,2018-12-23,300,66
623,2018-10-13,994,354
624,2018-10-22,559,315
625,2018-07-13,59,479
626,2019-05-17,687,598
627,2018-08-23,587,180
628,2018-06-29,691,996
629,2018-12-02,681,915
630,2018-06-06,869,396
631,2018-08-07,230,286
632,2019-04-29,74,333
633,2018-06-28,983,394
634,2019-05-02,158,860
635,2018-08-07,42,979
636,2018-09-18,392,631
637,2019-03-17,263,162
638,2018-06-02,956,392
639,2019-05-29,37,765
640,2018-12-22,704,277
641,2018-07-26,60,867
642,2019-01-31,614,230
643,2018-06-02,121,961
644,2019-04-07,676,206
645,2019-02-26,509,230
646,2019-04-01,744,232
647,2019-05-31,378,999
648,2019-01-05,786,378
649,2018-12-02,342,597
650,2019-03-29,936,71
651,2019-04-23,639,997
652,2019-04-07,166,448
653,2018-10-31,116,300
654,2019-02-01,959,901
655,2019-05-03,323,949
656,2019-03-15,89,255
657,2019-04-16,26,206
658,2018-08-15,244,419
659,2018-06-09,140,90
660,2018-08-25,308,624
661,2018-08-06,971,610
662,2018-07-11,267,344
663,2018-07-07,361,149
664,2019-02-16,319,869
665,2018-07-12,757,678
666,2019-01-06,823,447
667,2019-02-13,516,250
668,2019-03-03,365,509
669,2019-03-10,697,57
670,2018-11-29,974,504
671,2019-02-23,855,589
672,2018-10-10,72,360
673,2018-07-15,24,999
674,2018-06-24,681,817
675,2019-05-25,533,462
676,2018-11-13,917,669
677,2019-05-06,923,444
678,2019-01-03,954,446
679,2018-07-02,7,175
680,2019-01-21,712,203
681,2018-08-01,607,914
682,2019-03-14,89,90
683,2019-03-01,579,442
684,2019-05-24,772,838
685,2018-06-29,522,587
686,2018-08-11,901,970
687,2019-01-30,756,388
688,2018-08-14,370,620
689,2019-01-18,595,851
690,2019-02-25,664,681
691,2018-09-08,538,840
692,2019-01-09,686,976
693,2018-07-12,717,700
694,2018-06-18,489,829
695,2019-02-06,906,447
696,2018-10-21,33,131
697,2018-12-07,621,59
698,2019-02-08,863,414
699,2019-05-12,537,150
700,2018-09-06,22,456
701,2018-12-29,994,821
702,2019-03-22,487,319
703,2018-06-03,407,291
704,2019-02-23,446,335
705,2019-05-31,938,482
706,2019-02-01,145,799
707,2018-11-21,355,976
708,2019-04-11,825,839
709,2018-07-31,199,34
710,2018-08-10,369,715
711,2019-04-04,88,323
712,2019-04-11,405,718
713,2018-06-05,129,442
714,2018-10-21,911,293
715,2018-08-26,767,108
716,2019-03-07,656,68
717,2019-04-20,279,669
718,2018-11-08,486,100
719,2018-07-13,516,884
720,2018-09-15,186,754
721,2019-02-27,754,200
722,2018-10-27,595,573
723,2018-06-22,720,788
724,2019-04-17,32,803
725,2018-08-25,419,296
726,2019-03-13,943,124
727,2018-06-02,926,368
728,2018-09-05,131,850
729,2018-09-24,287,477
730,2019-04-07,443,643
731,2018-12-30,855,949
732,2019-01-22,343,7
733,2018-08-12,254,868
734,2019-02-02,668,938
735,2018-11-07,733,877
736,2018-11-22,310,983
737,2018-11-01,708,956
738,2018-06-10,314,364
739,2018-10-27,179,738
740,2018-11-22,800,929
741,2019-02-10,337,172
742,2019-03-20,598,785
743,2018-08-26,949,914
744,2019-04-26,721,553
745,2019-03-28,769,971
746,2018-06-30,539,602
747,2019-02-04,364,233
748,2018-06-30,530,587
749,2018-09-01,661,594
750,2018-11-18,67,194
751,2019-04-05,974,238
752,2018-07-13,885,914
753,2018-11-12,259,861
754,2019-05-12,474,736
755,2018-11-01,493,185
756,2018-10-17,543,470
757,2018-10-12,802,649
758,2018-09-07,103,943
759,2018-11-22,740,819
760,2018-10-28,408,840
761,2019-01-29,988,457
762,2019-04-21,502,713
763,2018-08-01,85,328
764,2018-11-14,905,803
765,2018-06-12,754,16
766,2019-03-28,328,509
767,2018-12-15,652,639
768,2018-08-05,36,195
769,2019-03-23,587,415
770,2019-02-16,706,92
771,2019-02-02,606,201
772,2019-01-31,586,399
773,2019-02-03,132,524
774,2018-12-06,993,238
775,2019-05-28,909,176
776,2018-09-11,786,321
777,2018-06-08,495,517
778,2018-07-10,796,304
779,2018-11-21,790,698
780,2019-05-03,449,152
781,2019-02-05,277,335
782,2019-03-29,846,827
783,2018-09-13,59,387
784,2019-05-11,4,636
785,2019-03-22,182,885
786,2018-10-28,91,308
787,2018-11-03,48,721
788,2018-10-26,344,966
789,2018-08-08,230,375
790,2019-01-05,749,289
791,2018-09-10,578,385
792,2018-08-22,955,602
793,2018-06-26,938,810
794,2019-05-01,241,928
795,2019-05-09,893,846
796,2018-09-25,44,303
797,2019-04-17,343,219
798,2018-10-31,190,345
799,2018-07-03,381,275
800,2019-02-21,36,711
801,2018-06-05,328,375
802,2018-12-26,179,797
803,2019-01-22,782,210
804,2018-11-06,671,362
805,2019-03-27,632,377
806,2018-08-07,956,256
807,2018-11-30,526,771
808,2019-03-22,510,762
809,2019-02-28,827,409
810,2018-09-27,274,273
811,2019-03-17,560,723
812,2018-11-01,765,155
813,2019-04-25,280,540
814,2019-03-07,610,856
815,2018-06-03,897,219
816,2018-10-11,928,558
817,2018-12-31,233,789
818,2019-04-30,650,904
819,2018-10-17,797,532
820,2018-07-20,452,354
821,2019-02-21,317,294
822,2018-08-04,56,747
823,2019-01-01,72,366
824,2018-07-21,994,795
825,2018-08-09,771,81
826,2019-01-15,554,778
827,2018-10-22,49,960
828,2018-08-08,514,656
829,2018-07-16,886,938
830,2018-11-17,317,646
831,2019-04-27,67,207
832,2018-09-27,786,574
833,2018-07-20,953,672
834,2018-11-22,994,622
835,2018-06-18,273,149
836,2018-06-14,209,432
837,2018-08-10,675,496
838,2018-10-29,514,524
839,2018-07-15,527,264
840,2018-06-27,397,521
841,2019-05-14,130,247
842,2018-06-13,774,333
843,2019-02-23,196,189
844,2018-10-04,911,804
845,2018-09-16,41,427
846,2018-08-04,304,760
847,2019-03-29,726,942
848,2018-08-30,976,617
849,2019-02-27,612,347
850,2018-06-23,165,853
851,2019-02-22,694,448
852,2019-02-24,94,894
853,2018-12-08,495,166
854,2019-04-25,446,345
855,2019-05-06,957,904
856,2018-07-09,302,986
857,2018-12-02,283,325
858,2018-07-19,148,433
859,2019-01-05,324,534
860,2018-12-02,160,814
861,2018-08-27,229,744
862,2018-10-31,980,270
863,2018-12-16,697,310
864,2018-11-25,932,682
865,2019-03-25,877,438
866,2018-11-12,798,970
867,2018-06-26,263,413
868,2019-01-29,828,676
869,2019-05-30,159,137
870,2018-08-24,607,277
871,2019-05-07,799,362
872,2019-01-14,89,611
873,2018-07-22,853,317
874,2019-05-23,428,589
875,2019-01-21,644,138
876,2018-10-20,206,381
877,2018-10-17,518,178
878,2018-06-07,663,880
879,2019-02-22,989,775
880,2018-08-15,127,771
881,2019-05-12,386,114
882,2018-08-20,937,652
883,2018-07-04,648,88
884,2019-02-28,232,759
885,2019-01-15,290,589
886,2018-08-07,2,906
887,2018-06-28,501,408
888,2018-11-20,786,609
889,2018-12-11,88,750
890,2018-11-06,280,693
891,2018-11-25,812,971
892,2018-08-24,9,952
893,2018-08-13,165,979
894,2018-06-26,844,360
895,2018-08-29,603,339
896,2019-05-22,753,345
897,2019-03-29,66,836
898,2018-12-04,523,361
899,2018-09-03,828,407
900,2018-11-03,810,121
901,2019-05-11,875,697
902,2018-11-25,488,263
903,2018-06-30,461,395
904,2018-09-26,402,77
905,2018-06-30,252,898
906,2018-09-23,569,639
907,2019-05-07,173,589
908,2019-02-02,184,223
909,2019-02-08,837,781
910,2018-07-01,580,415
911,2018-12-16,186,662
912,2019-03-14,296,422
913,2018-07-08,452,435
914,2018-10-06,177,88
915,2019-06-01,460,101
916,2018-12-02,204,447
917,2019-05-13,123,737
918,2019-01-04,111,449
919,2019-01-09,496,737
920,2018-10-19,527,668
921,2018-10-16,966,501
922,2019-05-10,983,866
923,2018-11-08,535,756
924,2019-03-09,58,377
925,2018-09-17,936,503
926,2018-09-28,442,636
927,2018-12-18,421,414
928,2018-09-10,777,327
929,2018-09-19,769,394
930,2018-12-20,242,758
931,2019-03-11,121,18
932,2018-07-05,800,515
933,2019-05-01,736,114
934,2018-07-16,607,328
935,2018-07-05,364,21
936,2018-07-01,111,303
937,2018-06-27,654,333
938,2018-09-10,273,486
939,2018-07-29,608,878
940,2018-08-27,136,616
941,2018-09-03,967,604
942,2018-07-28,349,172
943,2019-03-12,31,981
944,2018-11-04,917,23
945,2019-03-16,422,770
946,2019-05-05,176,410
947,2018-10-29,20,800
948,2018-06-07,137,182
949,2018-10-20,642,31
950,2019-02-21,393,536
951,2018-09-25,490,326
952,2018-06-28,574,426
953,2018-09-09,219,51
954,2018-07-18,70,359
955,2018-09-04,645,259
956,2018-06-21,361,68
957,2018-11-22,851,63
958,2018-07-05,18,558
959,2019-01-18,733,707
960,2019-01-01,280,409
961,2018-11-02,769,544
962,2019-05-13,992,618
963,2019-04-02,917,301
964,2019-04-29,595,439
965,2018-07-18,90,95
966,2018-12-12,636,511
967,2019-03-11,98,902
968,2018-12-16,257,397
969,2018-07-21,576,331
970,2019-01-03,55,888
971,2018-12-08,891,957
972,2018-10-14,70,94
973,2019-03-15,6,780
974,2018-08-16,401,732
975,2018-12-05,559,714
976,2019-03-28,469,899
977,2018-10-07,902,294
978,2018-10-17,47,721
979,2019-03-04,255,170
980,2019-05-12,259,210
981,2019-01-12,560,289
982,2019-02-19,802,530
983,2018-07-03,453,719
984,2019-02-11,906,702
985,2018-07-18,430,765
986,2019-04-09,153,241
987,2019-02-23,536,346
988,2018-12-23,665,86
989,2018-10-01,992,179
990,2018-08-20,972,279
991,2019-01-13,681,705
992,2019-03-29,664,521
993,2019-02-03,624,905
994,2019-02-09,225,851
995,2018-06-18,465,335
996,2019-03-04,538,996
997,2019-01-31,699,840
998,2018-11-26,211,614
999,2018-07-28,939,577
1000,2018-07-24,9,606
